ESTIMATE_TYPE,LICENCE_AREA,OPNG_CAT,OPNG_DESC,TARGETS_SOCKEYE,TARGETS_COHO,TARGETS_PINK,TARGETS_CHUM,TARGETS_CHINOOK,STAT_WEEK,FISHING_DATE,MGMT_AREA,AREA_NAME,HRS_OPEN,VESSELS_OP,SOCKEYE_KEPT,SOCKEYE_RELD,COHO_KEPT,COHO_RELD,PINK_KEPT,PINK_RELD,CHUM_KEPT,CHUM_RELD,CHINOOK_KEPT,CHINOOK_RELD,COMMENTS
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,17/08/2006,108,management area 108,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,17/08/2006,109,management area 109,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,17/08/2006,110,management area 110,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,18/08/2006,2,area 2E,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,18/08/2006,6,management area 6,24,2,0,0,164,0,1,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,18/08/2006,7,management area 7,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,18/08/2006,8,management area 8,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,18/08/2006,9,management area 9,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,18/08/2006,10,management area 10,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,18/08/2006,102,management area 102,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,18/08/2006,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,18/08/2006,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,18/08/2006,107,management area 107,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,18/08/2006,108,management area 108,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,18/08/2006,109,management area 109,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,18/08/2006,110,management area 110,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,19/08/2006,2,area 2E,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,19/08/2006,6,management area 6,24,3,0,0,163,0,0,4,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,19/08/2006,7,management area 7,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,19/08/2006,8,management area 8,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,19/08/2006,9,management area 9,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,19/08/2006,10,management area 10,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,19/08/2006,102,management area 102,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,19/08/2006,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,19/08/2006,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,19/08/2006,107,management area 107,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,19/08/2006,108,management area 108,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,19/08/2006,109,management area 109,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/2,19/08/2006,110,management area 110,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,20/08/2006,2,area 2E,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,20/08/2006,6,management area 6,24,1,0,0,83,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,20/08/2006,7,management area 7,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,20/08/2006,8,management area 8,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,20/08/2006,9,management area 9,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,20/08/2006,10,management area 10,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,20/08/2006,102,management area 102,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,20/08/2006,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,20/08/2006,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,20/08/2006,107,management area 107,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,20/08/2006,108,management area 108,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,20/08/2006,109,management area 109,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,20/08/2006,110,management area 110,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,21/08/2006,2,area 2E,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,21/08/2006,6,management area 6,24,5,0,0,213,0,2,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,21/08/2006,7,management area 7,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,21/08/2006,8,management area 8,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,21/08/2006,9,management area 9,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,21/08/2006,10,management area 10,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,21/08/2006,102,management area 102,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,21/08/2006,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,21/08/2006,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,21/08/2006,107,management area 107,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,21/08/2006,108,management area 108,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,21/08/2006,109,management area 109,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,21/08/2006,110,management area 110,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,22/08/2006,2,area 2E,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,22/08/2006,6,management area 6,24,5,0,0,133,0,1,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,22/08/2006,7,management area 7,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,22/08/2006,8,management area 8,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,22/08/2006,9,management area 9,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,22/08/2006,10,management area 10,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,22/08/2006,102,management area 102,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,22/08/2006,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,22/08/2006,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,22/08/2006,107,management area 107,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,22/08/2006,108,management area 108,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,22/08/2006,109,management area 109,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,22/08/2006,110,management area 110,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,23/08/2006,2,area 2E,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,23/08/2006,6,management area 6,24,3,0,0,245,0,7,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,23/08/2006,7,management area 7,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,23/08/2006,8,management area 8,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,23/08/2006,9,management area 9,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,23/08/2006,10,management area 10,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,23/08/2006,102,management area 102,24,1,0,0,59,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,23/08/2006,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,23/08/2006,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,23/08/2006,107,management area 107,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,23/08/2006,108,management area 108,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,23/08/2006,109,management area 109,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,23/08/2006,110,management area 110,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,24/08/2006,2,area 2E,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,24/08/2006,6,management area 6,24,6,0,2,195,0,4,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,24/08/2006,7,management area 7,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,24/08/2006,8,management area 8,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,24/08/2006,9,management area 9,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,24/08/2006,10,management area 10,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,24/08/2006,102,management area 102,24,1,0,0,90,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,24/08/2006,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,24/08/2006,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,24/08/2006,107,management area 107,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,24/08/2006,108,management area 108,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,24/08/2006,109,management area 109,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,24/08/2006,110,management area 110,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,25/08/2006,2,area 2E,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,25/08/2006,6,management area 6,24,4,0,1,133,0,5,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,25/08/2006,7,management area 7,24,2,0,0,6,0,2,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,25/08/2006,8,management area 8,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,25/08/2006,9,management area 9,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,25/08/2006,10,management area 10,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,25/08/2006,102,management area 102,24,1,0,0,115,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,25/08/2006,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,25/08/2006,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,25/08/2006,107,management area 107,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,25/08/2006,108,management area 108,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,25/08/2006,109,management area 109,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,25/08/2006,110,management area 110,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,26/08/2006,2,area 2E,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,26/08/2006,6,management area 6,24,4,0,2,114,0,2,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,26/08/2006,7,management area 7,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,26/08/2006,8,management area 8,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,26/08/2006,9,management area 9,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,"Area F TR /NC INSIDE QCI/CO,PK/ July 25-Sept 30",NO,YES,YES,NO,NO, 08/3,26/08/2006,10,management area 10,24,0,0,0,0,0,0,0,0,0,0,0,
